size,sizeUSD,spreadBps,priceImpactBps,grossProfit,totalCosts,netProfit,netProfitBps,profitable
5000,5000.00,81.2,0.7,40.6076,29.8554,10.7521,21.5,false
10000,10000.00,272.2,0.9,272.1957,59.9687,212.2270,212.2,true
20000,20000.00,261.7,1.3,523.4508,120.7033,402.7475,201.4,true
40000,40000.00,188.7,1.9,754.6884,243.6095,511.0789,127.8,true
80000,80000.00,169.7,2.7,1357.7708,493.4863,864.2846,108.0,true
5000,5000.00,272.3,0.7,136.1668,29.8554,106.3114,212.6,true
10000,10000.00,253.5,0.9,253.4956,59.9687,193.5269,193.5,true
20000,20000.00,256.2,1.3,512.4102,120.7033,391.7070,195.9,true
40000,40000.00,281.8,1.9,1127.1112,243.6095,883.5017,220.9,true
80000,80000.00,111.9,2.7,894.8839,493.4863,401.3977,50.2,false
5000,5000.00,301.4,0.7,150.7014,29.8554,120.8460,241.7,true
10000,10000.00,133.4,0.9,133.4499,59.9687,73.4813,73.5,false
20000,20000.00,297.9,1.3,595.7860,120.7033,475.0827,237.5,true
40000,40000.00,110.5,1.9,441.9544,243.6095,198.3449,49.6,false
80000,80000.00,173.7,2.7,1389.6631,493.4863,896.1769,112.0,true
5000,5000.00,150.9,0.7,75.4418,29.8554,45.5864,91.2,true
10000,10000.00,255.7,0.9,255.6509,59.9687,195.6822,195.7,true
20000,20000.00,158.0,1.3,316.0306,120.7033,195.3274,97.7,true
40000,40000.00,121.8,1.9,487.0591,243.6095,243.4496,60.9,false
80000,80000.00,149.6,2.7,1196.6936,493.4863,703.2073,87.9,true
5000,5000.00,219.9,0.7,109.9408,29.8554,80.0854,160.2,true
10000,10000.00,299.8,0.9,299.8378,59.9687,239.8691,239.9,true
20000,20000.00,145.7,1.3,291.4543,120.7033,170.7510,85.4,true
40000,40000.00,167.8,1.9,671.1807,243.6095,427.5712,106.9,true
80000,80000.00,81.5,2.7,652.0706,493.4863,158.5843,19.8,false
5000,5000.00,237.4,0.7,118.6939,29.8554,88.8385,177.7,true
10000,10000.00,297.6,0.9,297.6023,59.9687,237.6337,237.6,true
20000,20000.00,308.9,1.3,617.8682,120.7033,497.1649,248.6,true
40000,40000.00,240.2,1.9,960.6034,243.6095,716.9939,179.2,true
80000,80000.00,298.4,2.7,2386.9623,493.4863,1893.4760,236.7,true
5000,5000.00,175.8,0.7,87.9005,29.8554,58.0451,116.1,true
10000,10000.00,185.1,0.9,185.1357,59.9687,125.1670,125.2,true
20000,20000.00,362.2,1.3,724.3924,120.7033,603.6891,301.8,true
40000,40000.00,204.5,1.9,817.9877,243.6095,574.3783,143.6,true
80000,80000.00,188.2,2.7,1505.5134,493.4863,1012.0272,126.5,true
5000,5000.00,289.0,0.7,144.5145,29.8554,114.6591,229.3,true
10000,10000.00,243.6,0.9,243.5596,59.9687,183.5909,183.6,true
20000,20000.00,274.9,1.3,549.7267,120.7033,429.0234,214.5,true
40000,40000.00,281.1,1.9,1124.4373,243.6095,880.8278,220.2,true
80000,80000.00,337.3,2.7,2698.6218,493.4863,2205.1355,275.6,true
5000,5000.00,193.7,0.7,96.8600,29.8554,67.0046,134.0,true
10000,10000.00,227.0,0.9,227.0313,59.9687,167.0626,167.1,true
20000,20000.00,144.2,1.3,288.4080,120.7033,167.7048,83.9,true
40000,40000.00,200.6,1.9,802.3992,243.6095,558.7898,139.7,true
80000,80000.00,88.8,2.7,710.6598,493.4863,217.1735,27.1,false
5000,5000.00,330.4,0.7,165.1998,29.8554,135.3444,270.7,true
10000,10000.00,264.9,0.9,264.9175,59.9687,204.9488,204.9,true
20000,20000.00,350.2,1.3,700.3971,120.7033,579.6938,289.8,true
40000,40000.00,109.3,1.9,437.3247,243.6095,193.7152,48.4,false
80000,80000.00,277.5,2.7,2220.0308,493.4863,1726.5445,215.8,true
5000,5000.00,171.0,0.7,85.4921,29.8554,55.6367,111.3,true
10000,10000.00,326.3,0.9,326.2938,59.9687,266.3252,266.3,true
20000,20000.00,209.5,1.3,418.9469,120.7033,298.2436,149.1,true
40000,40000.00,184.3,1.9,737.1245,243.6095,493.5150,123.4,true
80000,80000.00,168.1,2.7,1344.8254,493.4863,851.3392,106.4,true
5000,5000.00,262.0,0.7,131.0078,29.8554,101.1524,202.3,true
10000,10000.00,107.5,0.9,107.5321,59.9687,47.5634,47.6,false
20000,20000.00,163.2,1.3,326.4757,120.7033,205.7725,102.9,true
40000,40000.00,237.0,1.9,947.8569,243.6095,704.2474,176.1,true
80000,80000.00,110.4,2.7,883.2095,493.4863,389.7232,48.7,false
5000,5000.00,267.6,0.7,133.7956,29.8554,103.9402,207.9,true
10000,10000.00,272.0,0.9,272.0228,59.9687,212.0542,212.1,true
20000,20000.00,174.2,1.3,348.4029,120.7033,227.6997,113.8,true
40000,40000.00,157.7,1.9,630.6309,243.6095,387.0214,96.8,true
80000,80000.00,199.4,2.7,1595.4500,493.4863,1101.9637,137.7,true
5000,5000.00,181.8,0.7,90.8808,29.8554,61.0254,122.1,true
10000,10000.00,230.2,0.9,230.1931,59.9687,170.2244,170.2,true
20000,20000.00,210.6,1.3,421.2021,120.7033,300.4988,150.2,true
40000,40000.00,285.3,1.9,1141.2362,243.6095,897.6267,224.4,true
80000,80000.00,236.2,2.7,1889.5305,493.4863,1396.0443,174.5,true
5000,5000.00,252.3,0.7,126.1477,29.8554,96.2923,192.6,true
10000,10000.00,199.0,0.9,198.9560,59.9687,138.9873,139.0,true
20000,20000.00,259.5,1.3,519.0220,120.7033,398.3187,199.2,true
40000,40000.00,122.0,1.9,487.9329,243.6095,244.3234,61.1,false
80000,80000.00,246.3,2.7,1970.0518,493.4863,1476.5656,184.6,true
5000,5000.00,165.8,0.7,82.9145,29.8554,53.0591,106.1,true
10000,10000.00,115.5,0.9,115.4752,59.9687,55.5065,55.5,false
20000,20000.00,151.3,1.3,302.6481,120.7033,181.9448,91.0,true
40000,40000.00,249.5,1.9,997.9095,243.6095,754.3000,188.6,true
80000,80000.00,172.7,2.7,1381.5438,493.4863,888.0576,111.0,true
5000,5000.00,316.8,0.7,158.4141,29.8554,128.5586,257.1,true
10000,10000.00,305.0,0.9,305.0026,59.9687,245.0339,245.0,true
20000,20000.00,134.1,1.3,268.1613,120.7033,147.4581,73.7,false
40000,40000.00,149.6,1.9,598.3729,243.6095,354.7634,88.7,true
80000,80000.00,142.5,2.7,1140.3863,493.4863,646.9001,80.9,true
5000,5000.00,200.0,0.7,100.0092,29.8554,70.1538,140.3,true
10000,10000.00,298.2,0.9,298.1974,59.9687,238.2287,238.2,true
20000,20000.00,156.9,1.3,313.7257,120.7033,193.0224,96.5,true
40000,40000.00,205.6,1.9,822.3551,243.6095,578.7456,144.7,true
80000,80000.00,195.5,2.7,1563.6603,493.4863,1070.1740,133.8,true
5000,5000.00,369.9,0.7,184.9282,29.8554,155.0728,310.1,true
10000,10000.00,395.3,0.9,395.2836,59.9687,335.3149,335.3,true
20000,20000.00,257.8,1.3,515.5161,120.7033,394.8128,197.4,true
40000,40000.00,175.7,1.9,702.8845,243.6095,459.2750,114.8,true
80000,80000.00,275.4,2.7,2203.1718,493.4863,1709.6856,213.7,true
5000,5000.00,135.5,0.7,67.7435,29.8554,37.8881,75.8,true
10000,10000.00,278.6,0.9,278.5570,59.9687,218.5883,218.6,true
20000,20000.00,244.6,1.3,489.2017,120.7033,368.4984,184.2,true
40000,40000.00,293.4,1.9,1173.4955,243.6095,929.8860,232.5,true
80000,80000.00,50.9,2.7,407.0746,493.4863,-86.4117,-10.8,false
5000,5000.00,170.0,0.7,84.9782,29.8554,55.1228,110.2,true
10000,10000.00,122.5,0.9,122.5476,59.9687,62.5789,62.6,false
20000,20000.00,243.8,1.3,487.5145,120.7033,366.8112,183.4,true
40000,40000.00,170.5,1.9,682.1482,243.6095,438.5387,109.6,true
80000,80000.00,148.1,2.7,1184.8048,493.4863,691.3185,86.4,true
5000,5000.00,245.7,0.7,122.8649,29.8554,93.0095,186.0,true
10000,10000.00,194.7,0.9,194.6778,59.9687,134.7091,134.7,true
20000,20000.00,278.5,1.3,557.0329,120.7033,436.3296,218.2,true
40000,40000.00,215.4,1.9,861.7263,243.6095,618.1168,154.5,true
80000,80000.00,154.0,2.7,1232.2907,493.4863,738.8045,92.4,true
5000,5000.00,305.2,0.7,152.6111,29.8554,122.7557,245.5,true
10000,10000.00,305.0,0.9,304.9586,59.9687,244.9900,245.0,true
20000,20000.00,255.4,1.3,510.8244,120.7033,390.1211,195.1,true
40000,40000.00,251.1,1.9,1004.2484,243.6095,760.6389,190.2,true
80000,80000.00,157.0,2.7,1256.3482,493.4863,762.8620,95.4,true
5000,5000.00,148.2,0.7,74.0935,29.8554,44.2381,88.5,true
10000,10000.00,128.9,0.9,128.9036,59.9687,68.9349,68.9,false
20000,20000.00,369.8,1.3,739.5679,120.7033,618.8646,309.4,true
40000,40000.00,301.3,1.9,1205.3438,243.6095,961.7343,240.4,true
80000,80000.00,130.3,2.7,1042.1415,493.4863,548.6552,68.6,false
5000,5000.00,290.9,0.7,145.4715,29.8554,115.6160,231.2,true
10000,10000.00,166.3,0.9,166.2867,59.9687,106.3180,106.3,true
20000,20000.00,144.8,1.3,289.6114,120.7033,168.9081,84.5,true
40000,40000.00,65.1,1.9,260.3775,243.6095,16.7680,4.2,false
80000,80000.00,165.2,2.7,1321.6685,493.4863,828.1823,103.5,true
5000,5000.00,193.4,0.7,96.6820,29.8554,66.8266,133.7,true
10000,10000.00,280.0,0.9,280.0223,59.9687,220.0536,220.1,true
20000,20000.00,113.4,1.3,226.7159,120.7033,106.0126,53.0,false
40000,40000.00,189.2,1.9,756.7023,243.6095,513.0928,128.3,true
80000,80000.00,243.5,2.7,1948.1330,493.4863,1454.6467,181.8,true
5000,5000.00,273.9,0.7,136.9579,29.8554,107.1025,214.2,true
10000,10000.00,164.9,0.9,164.8810,59.9687,104.9123,104.9,true
20000,20000.00,193.4,1.3,386.8099,120.7033,266.1066,133.1,true
40000,40000.00,242.6,1.9,970.5733,243.6095,726.9639,181.7,true
80000,80000.00,34.2,2.7,273.6010,493.4863,-219.8852,-27.5,false
5000,5000.00,119.8,0.7,59.8783,29.8554,30.0229,60.0,false
10000,10000.00,180.6,0.9,180.5548,59.9687,120.5861,120.6,true
20000,20000.00,232.4,1.3,464.7901,120.7033,344.0868,172.0,true
40000,40000.00,327.7,1.9,1310.8853,243.6095,1067.2758,266.8,true
80000,80000.00,126.7,2.7,1013.8459,493.4863,520.3597,65.0,false
5000,5000.00,170.3,0.7,85.1479,29.8554,55.2925,110.6,true
10000,10000.00,312.5,0.9,312.4525,59.9687,252.4838,252.5,true
20000,20000.00,187.7,1.3,375.3600,120.7033,254.6567,127.3,true
40000,40000.00,16.9,1.9,67.5524,243.6095,-176.0571,-44.0,false
80000,80000.00,88.9,2.7,711.5183,493.4863,218.0320,27.3,false
5000,5000.00,115.7,0.7,57.8448,29.8554,27.9894,56.0,false
10000,10000.00,193.3,0.9,193.3041,59.9687,133.3354,133.3,true
20000,20000.00,275.1,1.3,550.2004,120.7033,429.4971,214.7,true
40000,40000.00,271.7,1.9,1086.9014,243.6095,843.2919,210.8,true
80000,80000.00,236.8,2.7,1894.7573,493.4863,1401.2711,175.2,true
5000,5000.00,369.1,0.7,184.5587,29.8554,154.7033,309.4,true
10000,10000.00,344.1,0.9,344.1265,59.9687,284.1578,284.2,true
20000,20000.00,79.7,1.3,159.3372,120.7033,38.6340,19.3,false
40000,40000.00,320.1,1.9,1280.2838,243.6095,1036.6743,259.2,true
80000,80000.00,196.4,2.7,1570.9079,493.4863,1077.4217,134.7,true
5000,5000.00,231.3,0.7,115.6722,29.8554,85.8168,171.6,true
10000,10000.00,221.0,0.9,220.9845,59.9687,161.0159,161.0,true
20000,20000.00,151.3,1.3,302.5855,120.7033,181.8822,90.9,true
40000,40000.00,128.3,1.9,513.1475,243.6095,269.5381,67.4,false
80000,80000.00,306.8,2.7,2454.1495,493.4863,1960.6633,245.1,true
5000,5000.00,145.8,0.7,72.9123,29.8554,43.0569,86.1,true
10000,10000.00,223.1,0.9,223.1177,59.9687,163.1490,163.1,true
20000,20000.00,266.9,1.3,533.8202,120.7033,413.1169,206.6,true
40000,40000.00,120.5,1.9,482.0157,243.6095,238.4062,59.6,false
80000,80000.00,115.0,2.7,920.1929,493.4863,426.7066,53.3,false
5000,5000.00,66.0,0.7,32.9882,29.8554,3.1328,6.3,false
10000,10000.00,123.8,0.9,123.7912,59.9687,63.8225,63.8,false
20000,20000.00,284.9,1.3,569.7143,120.7033,449.0110,224.5,true
40000,40000.00,284.4,1.9,1137.6693,243.6095,894.0599,223.5,true
80000,80000.00,153.9,2.7,1230.9066,493.4863,737.4203,92.2,true
5000,5000.00,265.0,0.7,132.5211,29.8554,102.6657,205.3,true
10000,10000.00,277.1,0.9,277.0809,59.9687,217.1122,217.1,true
20000,20000.00,151.7,1.3,303.3326,120.7033,182.6293,91.3,true
40000,40000.00,290.8,1.9,1163.1402,243.6095,919.5307,229.9,true
80000,80000.00,193.5,2.7,1547.7036,493.4863,1054.2173,131.8,true
5000,5000.00,214.9,0.7,107.4736,29.8554,77.6182,155.2,true
10000,10000.00,327.5,0.9,327.5355,59.9687,267.5668,267.6,true
20000,20000.00,192.4,1.3,384.8354,120.7033,264.1321,132.1,true
40000,40000.00,182.1,1.9,728.5715,243.6095,484.9620,121.2,true
80000,80000.00,69.1,2.7,552.9928,493.4863,59.5065,7.4,false
5000,5000.00,206.3,0.7,103.1374,29.8554,73.2820,146.6,true
10000,10000.00,343.7,0.9,343.7061,59.9687,283.7374,283.7,true
20000,20000.00,159.6,1.3,319.1734,120.7033,198.4702,99.2,true
40000,40000.00,218.5,1.9,874.1741,243.6095,630.5647,157.6,true
80000,80000.00,148.7,2.7,1189.7431,493.4863,696.2568,87.0,true
5000,5000.00,178.3,0.7,89.1607,29.8554,59.3053,118.6,true
10000,10000.00,241.1,0.9,241.0673,59.9687,181.0986,181.1,true
20000,20000.00,81.5,1.3,163.0276,120.7033,42.3243,21.2,false
40000,40000.00,199.6,1.9,798.5382,243.6095,554.9288,138.7,true
80000,80000.00,167.6,2.7,1340.9590,493.4863,847.4728,105.9,true
5000,5000.00,138.6,0.7,69.3009,29.8554,39.4455,78.9,true
10000,10000.00,189.4,0.9,189.3988,59.9687,129.4301,129.4,true
20000,20000.00,246.9,1.3,493.8085,120.7033,373.1052,186.6,true
40000,40000.00,174.6,1.9,698.3748,243.6095,454.7653,113.7,true
80000,80000.00,200.7,2.7,1605.8717,493.4863,1112.3854,139.0,true
5000,5000.00,276.1,0.7,138.0340,29.8554,108.1786,216.4,true
10000,10000.00,280.4,0.9,280.3878,59.9687,220.4192,220.4,true
20000,20000.00,176.9,1.3,353.7884,120.7033,233.0851,116.5,true
40000,40000.00,68.7,1.9,274.9274,243.6095,31.3180,7.8,false
80000,80000.00,126.6,2.7,1012.9901,493.4863,519.5038,64.9,false
5000,5000.00,225.3,0.7,112.6471,29.8554,82.7917,165.6,true
10000,10000.00,127.9,0.9,127.8866,59.9687,67.9179,67.9,false
20000,20000.00,156.2,1.3,312.3999,120.7033,191.6966,95.8,true
40000,40000.00,286.8,1.9,1147.1610,243.6095,903.5516,225.9,true
80000,80000.00,137.8,2.7,1102.4588,493.4863,608.9725,76.1,true
5000,5000.00,316.9,0.7,158.4691,29.8554,128.6137,257.2,true
10000,10000.00,322.2,0.9,322.2201,59.9687,262.2514,262.3,true
20000,20000.00,219.3,1.3,438.6135,120.7033,317.9102,159.0,true
40000,40000.00,266.2,1.9,1064.6707,243.6095,821.0612,205.3,true
80000,80000.00,304.7,2.7,2437.6720,493.4863,1944.1858,243.0,true
5000,5000.00,112.0,0.7,55.9804,29.8554,26.1250,52.3,false
10000,10000.00,269.8,0.9,269.7911,59.9687,209.8224,209.8,true
20000,20000.00,372.6,1.3,745.2156,120.7033,624.5123,312.3,true
40000,40000.00,145.2,1.9,580.6774,243.6095,337.0679,84.3,true
80000,80000.00,206.3,2.7,1650.1085,493.4863,1156.6222,144.6,true
5000,5000.00,72.6,0.7,36.2787,29.8554,6.4233,12.8,false
10000,10000.00,212.4,0.9,212.4010,59.9687,152.4323,152.4,true
20000,20000.00,242.1,1.3,484.1187,120.7033,363.4154,181.7,true
40000,40000.00,70.1,1.9,280.4392,243.6095,36.8297,9.2,false
80000,80000.00,204.1,2.7,1632.6513,493.4863,1139.1650,142.4,true
5000,5000.00,113.9,0.7,56.9512,29.8554,27.0958,54.2,false
10000,10000.00,219.2,0.9,219.1939,59.9687,159.2252,159.2,true
20000,20000.00,50.3,1.3,100.5990,120.7033,-20.1043,-10.1,false
40000,40000.00,74.9,1.9,299.6746,243.6095,56.0651,14.0,false
80000,80000.00,177.6,2.7,1420.8197,493.4863,927.3335,115.9,true
5000,5000.00,89.5,0.7,44.7675,29.8554,14.9121,29.8,false
10000,10000.00,91.7,0.9,91.6983,59.9687,31.7296,31.7,false
20000,20000.00,170.2,1.3,340.3650,120.7033,219.6617,109.8,true
40000,40000.00,196.1,1.9,784.2604,243.6095,540.6509,135.2,true
80000,80000.00,144.1,2.7,1153.0845,493.4863,659.5982,82.4,true
5000,5000.00,233.1,0.7,116.5321,29.8554,86.6766,173.4,true
10000,10000.00,251.7,0.9,251.7312,59.9687,191.7625,191.8,true
20000,20000.00,39.8,1.3,79.6562,120.7033,-41.0470,-20.5,false
40000,40000.00,251.4,1.9,1005.4099,243.6095,761.8004,190.5,true
80000,80000.00,276.1,2.7,2208.7405,493.4863,1715.2543,214.4,true
5000,5000.00,288.0,0.7,143.9884,29.8554,114.1330,228.3,true
10000,10000.00,194.6,0.9,194.6078,59.9687,134.6392,134.6,true
20000,20000.00,303.1,1.3,606.2970,120.7033,485.5937,242.8,true
40000,40000.00,224.6,1.9,898.5746,243.6095,654.9651,163.7,true
80000,80000.00,325.4,2.7,2602.9575,493.4863,2109.4713,263.7,true
5000,5000.00,373.7,0.7,186.8588,29.8554,157.0034,314.0,true
10000,10000.00,141.1,0.9,141.1485,59.9687,81.1798,81.2,true
20000,20000.00,219.9,1.3,439.7295,120.7033,319.0262,159.5,true
40000,40000.00,187.0,1.9,748.1546,243.6095,504.5451,126.1,true
80000,80000.00,335.8,2.7,2686.4265,493.4863,2192.9402,274.1,true
5000,5000.00,169.7,0.7,84.8271,29.8554,54.9717,109.9,true
10000,10000.00,279.4,0.9,279.4138,59.9687,219.4452,219.4,true
20000,20000.00,67.7,1.3,135.4544,120.7033,14.7512,7.4,false
40000,40000.00,228.8,1.9,915.1059,243.6095,671.4964,167.9,true
80000,80000.00,83.9,2.7,671.5359,493.4863,178.0496,22.3,false
5000,5000.00,270.2,0.7,135.1087,29.8554,105.2533,210.5,true
10000,10000.00,300.7,0.9,300.6673,59.9687,240.6986,240.7,true
20000,20000.00,276.7,1.3,553.3105,120.7033,432.6072,216.3,true
40000,40000.00,147.0,1.9,588.0401,243.6095,344.4307,86.1,true
80000,80000.00,173.4,2.7,1387.1362,493.4863,893.6499,111.7,true
5000,5000.00,229.6,0.7,114.8248,29.8554,84.9694,169.9,true
10000,10000.00,256.7,0.9,256.7047,59.9687,196.7360,196.7,true
20000,20000.00,170.3,1.3,340.5656,120.7033,219.8623,109.9,true
40000,40000.00,131.5,1.9,526.0893,243.6095,282.4798,70.6,false
80000,80000.00,263.2,2.7,2105.8182,493.4863,1612.3319,201.5,true
5000,5000.00,347.1,0.7,173.5616,29.8554,143.7062,287.4,true
10000,10000.00,275.9,0.9,275.9298,59.9687,215.9611,216.0,true
20000,20000.00,245.0,1.3,490.0768,120.7033,369.3736,184.7,true
40000,40000.00,168.5,1.9,674.1236,243.6095,430.5142,107.6,true
80000,80000.00,107.8,2.7,862.0887,493.4863,368.6025,46.1,false
5000,5000.00,304.6,0.7,152.2895,29.8554,122.4341,244.9,true
10000,10000.00,226.3,0.9,226.2977,59.9687,166.3291,166.3,true
20000,20000.00,91.8,1.3,183.6425,120.7033,62.9393,31.5,false
40000,40000.00,37.1,1.9,148.5887,243.6095,-95.0208,-23.8,false
80000,80000.00,41.8,2.7,334.3887,493.4863,-159.0976,-19.9,false
5000,5000.00,31.3,0.7,15.6370,29.8554,-14.2184,-28.4,false
10000,10000.00,246.8,0.9,246.8276,59.9687,186.8589,186.9,true
20000,20000.00,352.1,1.3,704.2545,120.7033,583.5512,291.8,true
40000,40000.00,185.8,1.9,743.1274,243.6095,499.5179,124.9,true
80000,80000.00,135.7,2.7,1085.5637,493.4863,592.0775,74.0,false
5000,5000.00,182.7,0.7,91.3536,29.8554,61.4982,123.0,true
10000,10000.00,287.4,0.9,287.4117,59.9687,227.4431,227.4,true
20000,20000.00,179.9,1.3,359.7511,120.7033,239.0478,119.5,true
40000,40000.00,326.3,1.9,1305.1264,243.6095,1061.5170,265.4,true
80000,80000.00,56.9,2.7,455.1859,493.4863,-38.3004,-4.8,false
5000,5000.00,341.3,0.7,170.6694,29.8554,140.8140,281.6,true
10000,10000.00,155.5,0.9,155.5422,59.9687,95.5735,95.6,true
20000,20000.00,125.3,1.3,250.5431,120.7033,129.8398,64.9,false
40000,40000.00,293.3,1.9,1173.1838,243.6095,929.5743,232.4,true
80000,80000.00,166.5,2.7,1332.3081,493.4863,838.8219,104.9,true
5000,5000.00,194.6,0.7,97.3167,29.8554,67.4613,134.9,true
10000,10000.00,250.1,0.9,250.0874,59.9687,190.1188,190.1,true
20000,20000.00,245.8,1.3,491.5346,120.7033,370.8314,185.4,true
40000,40000.00,266.5,1.9,1065.8938,243.6095,822.2843,205.6,true
80000,80000.00,236.7,2.7,1893.7959,493.4863,1400.3096,175.0,true
5000,5000.00,168.0,0.7,84.0195,29.8554,54.1641,108.3,true
10000,10000.00,206.9,0.9,206.8511,59.9687,146.8824,146.9,true
20000,20000.00,125.8,1.3,251.6593,120.7033,130.9560,65.5,false
40000,40000.00,150.2,1.9,600.7243,243.6095,357.1148,89.3,true
80000,80000.00,199.9,2.7,1598.9320,493.4863,1105.4458,138.2,true
5000,5000.00,233.2,0.7,116.6053,29.8554,86.7499,173.5,true
10000,10000.00,167.3,0.9,167.2576,59.9687,107.2889,107.3,true
20000,20000.00,274.0,1.3,548.0250,120.7033,427.3217,213.7,true
40000,40000.00,54.5,1.9,217.8471,243.6095,-25.7624,-6.4,false
80000,80000.00,230.3,2.7,1842.0269,493.4863,1348.5406,168.6,true
5000,5000.00,155.1,0.7,77.5326,29.8554,47.6772,95.4,true
10000,10000.00,183.4,0.9,183.4196,59.9687,123.4509,123.5,true
20000,20000.00,154.0,1.3,308.0836,120.7033,187.3803,93.7,true
40000,40000.00,90.2,1.9,360.8357,243.6095,117.2262,29.3,false
80000,80000.00,309.6,2.7,2476.6232,493.4863,1983.1369,247.9,true
5000,5000.00,238.5,0.7,119.2364,29.8554,89.3810,178.8,true
10000,10000.00,206.5,0.9,206.5434,59.9687,146.5748,146.6,true
20000,20000.00,276.4,1.3,552.8764,120.7033,432.1731,216.1,true
40000,40000.00,176.6,1.9,706.3737,243.6095,462.7642,115.7,true
80000,80000.00,330.0,2.7,2639.7760,493.4863,2146.2897,268.3,true
5000,5000.00,180.6,0.7,90.3157,29.8554,60.4603,120.9,true
10000,10000.00,168.2,0.9,168.1799,59.9687,108.2112,108.2,true
20000,20000.00,95.9,1.3,191.8371,120.7033,71.1338,35.6,false
40000,40000.00,109.2,1.9,436.9774,243.6095,193.3680,48.3,false
80000,80000.00,251.3,2.7,2010.7596,493.4863,1517.2733,189.7,true
5000,5000.00,176.2,0.7,88.1187,29.8554,58.2633,116.5,true
10000,10000.00,190.9,0.9,190.9255,59.9687,130.9568,131.0,true
20000,20000.00,153.2,1.3,306.3958,120.7033,185.6925,92.8,true
40000,40000.00,366.9,1.9,1467.7573,243.6095,1224.1478,306.0,true
80000,80000.00,143.5,2.7,1148.3042,493.4863,654.8180,81.9,true
5000,5000.00,31.6,0.7,15.8231,29.8554,-14.0323,-28.1,false
10000,10000.00,122.6,0.9,122.5766,59.9687,62.6080,62.6,false
20000,20000.00,44.1,1.3,88.1588,120.7033,-32.5445,-16.3,false
40000,40000.00,206.2,1.9,824.7176,243.6095,581.1081,145.3,true
80000,80000.00,198.8,2.7,1590.1419,493.4863,1096.6556,137.1,true
5000,5000.00,242.9,0.7,121.4299,29.8554,91.5745,183.1,true
10000,10000.00,169.1,0.9,169.0603,59.9687,109.0916,109.1,true
20000,20000.00,156.7,1.3,313.3935,120.7033,192.6902,96.3,true
40000,40000.00,244.2,1.9,976.7596,243.6095,733.1502,183.3,true
80000,80000.00,103.7,2.7,829.2836,493.4863,335.7974,42.0,false
5000,5000.00,111.9,0.7,55.9496,29.8554,26.0942,52.2,false
10000,10000.00,210.6,0.9,210.5724,59.9687,150.6038,150.6,true
20000,20000.00,59.5,1.3,119.0496,120.7033,-1.6537,-0.8,false
40000,40000.00,156.7,1.9,626.6838,243.6095,383.0743,95.8,true
80000,80000.00,142.4,2.7,1138.8848,493.4863,645.3986,80.7,true
5000,5000.00,209.6,0.7,104.8168,29.8554,74.9614,149.9,true
10000,10000.00,207.7,0.9,207.7083,59.9687,147.7396,147.7,true
20000,20000.00,218.2,1.3,436.4716,120.7033,315.7684,157.9,true
40000,40000.00,348.8,1.9,1395.0187,243.6095,1151.4092,287.9,true
80000,80000.00,228.5,2.7,1828.3192,493.4863,1334.8329,166.9,true
5000,5000.00,162.2,0.7,81.1149,29.8554,51.2595,102.5,true
10000,10000.00,107.0,0.9,106.9804,59.9687,47.0118,47.0,false
20000,20000.00,110.6,1.3,221.2108,120.7033,100.5075,50.3,false
40000,40000.00,339.8,1.9,1359.2600,243.6095,1115.6505,278.9,true
80000,80000.00,236.1,2.7,1888.9363,493.4863,1395.4500,174.4,true
5000,5000.00,243.2,0.7,121.6160,29.8554,91.7605,183.5,true
10000,10000.00,196.1,0.9,196.1476,59.9687,136.1789,136.2,true
20000,20000.00,226.2,1.3,452.4651,120.7033,331.7618,165.9,true
40000,40000.00,186.7,1.9,746.8290,243.6095,503.2195,125.8,true
80000,80000.00,232.6,2.7,1861.1596,493.4863,1367.6734,171.0,true
5000,5000.00,125.3,0.7,62.6371,29.8554,32.7817,65.6,false
10000,10000.00,215.9,0.9,215.8901,59.9687,155.9214,155.9,true
20000,20000.00,208.4,1.3,416.8863,120.7033,296.1830,148.1,true
40000,40000.00,306.1,1.9,1224.5176,243.6095,980.9081,245.2,true
80000,80000.00,266.6,2.7,2132.7995,493.4863,1639.3132,204.9,true
5000,5000.00,242.1,0.7,121.0522,29.8554,91.1968,182.4,true
10000,10000.00,180.2,0.9,180.1881,59.9687,120.2195,120.2,true
20000,20000.00,355.0,1.3,710.0155,120.7033,589.3122,294.7,true
40000,40000.00,283.7,1.9,1134.6602,243.6095,891.0507,222.8,true
80000,80000.00,161.5,2.7,1291.8811,493.4863,798.3948,99.8,true
5000,5000.00,239.9,0.7,119.9581,29.8554,90.1027,180.2,true
10000,10000.00,290.2,0.9,290.1524,59.9687,230.1838,230.2,true
20000,20000.00,167.3,1.3,334.5993,120.7033,213.8961,106.9,true
40000,40000.00,227.7,1.9,910.6656,243.6095,667.0561,166.8,true
80000,80000.00,87.5,2.7,699.7811,493.4863,206.2948,25.8,false
5000,5000.00,178.7,0.7,89.3650,29.8554,59.5096,119.0,true
10000,10000.00,71.0,0.9,70.9868,59.9687,11.0181,11.0,false
20000,20000.00,255.4,1.3,510.8540,120.7033,390.1507,195.1,true
40000,40000.00,312.3,1.9,1249.0393,243.6095,1005.4298,251.4,true
80000,80000.00,313.7,2.7,2509.4505,493.4863,2015.9643,252.0,true
5000,5000.00,170.0,0.7,85.0241,29.8554,55.1686,110.3,true
10000,10000.00,75.7,0.9,75.7192,59.9687,15.7506,15.8,false
